id,stem,terms,anticipation,joy,trust,fear,sadness,disgust,anger,surprise,positive,negative,none,total
4068,Resplandor,glaring,0,1,0,3,0,1,4,0,0,0,3,12
4069,Bypass,bypass bypassed bypassing bypasses,5,0,0,1,0,0,0,1,0,0,4,11
4070,Fomin,miffed,0,0,0,0,0,0,0,0,0,0,1,1
4071,estabilis,stabilised stabilising stabilise stabilisation,0,0,0,0,0,1,0,0,0,0,1,2
4072,unavoid,unavoidable unavoidably,0,0,0,0,1,0,0,0,0,0,0,1
4073,Conciliis,conciliation,0,0,1,0,1,0,0,0,0,0,1,3
4074,devasta,devastate devastating devastated devastation,0,1,0,0,0,0,0,0,0,0,2,3
4075,bebé,toddler,0,0,0,0,0,0,0,0,0,0,1,1
4076,Año,annum,0,1,0,0,0,0,0,0,0,0,0,1
4077,Pepita,nugget,0,1,0,0,0,0,0,0,0,0,1,2
4078,Cretino,cretins cretin,0,0,0,0,1,0,0,0,0,0,0,1
4079,Abdic,abdicating abdicate,0,0,0,0,0,0,0,0,0,0,1,1
4080,Golpeado,beaten,0,0,0,0,1,0,0,0,0,0,2,3
4081,Proactiv,proactive,0,0,0,0,0,0,0,0,0,0,2,2
4082,Idli,idly,0,0,0,0,0,2,1,0,0,0,6,9
4083,Incap,incapable,0,0,0,0,2,1,0,0,0,0,0,3
4084,Peculiar,peculiarity peculiar,0,0,0,0,1,0,0,0,0,0,2,3
4085,borderlin,borderline,0,0,0,0,0,0,0,0,0,0,2,2
4086,moralis,moralising moralise,1,0,0,0,0,0,0,0,0,0,1,2
4087,Espada,spade spades,1,0,0,0,0,0,0,0,0,0,2,3
4088,cranki,cranky,0,1,0,0,0,0,0,0,0,0,2,3
4089,Wag,wagging wags,0,0,0,0,0,1,0,0,0,0,2,3
4090,Mantra,mantra mantras,0,0,0,0,0,0,1,0,0,0,1,2
4091,Explosión,bangs bang banging,0,0,0,0,0,0,0,0,0,0,2,2
4092,Nivel,tiers tier tiered,0,0,0,0,1,0,0,0,0,0,2,3
4093,Diente,tooth,0,1,0,0,0,0,0,0,0,0,0,1
4094,Más cercano,nearest,0,0,0,0,0,0,0,0,0,0,2,2
4095,Urg,urged urging urges urge,1,1,0,2,0,1,0,1,0,0,0,6
4096,Blackjack,blackjack,0,0,0,0,0,0,0,0,0,0,1,1
4097,Prostituta,hooker hookers,0,0,0,0,0,1,0,0,0,0,0,1
4098,Foco,spotlight,1,0,0,0,1,0,0,0,3,0,5,10
4099,Módem,modem,0,1,0,0,0,0,0,0,0,0,1,2
4100,Gauch,gauche,0,0,0,0,0,2,1,0,0,0,0,3
4101,Wonderland,wonderland,0,1,0,0,0,0,0,0,0,0,1,2
4102,conceptualis,conceptualise,0,0,0,0,0,0,0,1,0,0,0,1
4103,yourselv,yourselves,0,0,0,0,0,0,0,0,0,0,1,1
4104,Empujador,pushers,0,4,0,0,0,1,0,0,0,0,3,8
4105,Err,err,0,0,0,0,0,0,0,0,0,0,3,3
4106,Repetición,replay,0,0,0,0,1,0,0,0,0,0,2,3
4107,Principado,princedoms,0,0,0,0,0,0,0,1,0,0,0,1
4108,Piloto automático,autopilot,1,1,0,0,0,0,0,0,0,0,0,2
4109,idioci,idiocy,0,0,0,0,0,4,1,0,0,0,4,9
4110,Teta,boobs,0,0,0,0,0,0,0,0,0,0,1,1
4111,conspir,conspired conspire conspiring,0,0,0,0,0,0,0,0,0,0,2,2
4112,evad,evaded evaders evades evading evade,0,0,0,0,0,0,0,0,0,0,3,3
4113,transnat,transnational,0,1,0,0,0,0,0,0,0,0,2,3
4114,opaqu,opaque opaqueness,0,0,0,0,1,0,0,0,0,0,1,2
4115,Rig,rig rigged rigs rigging,0,1,0,0,0,1,0,0,0,0,0,2
4116,Competidor,competitor competitors,0,1,0,0,0,0,0,0,0,0,1,2
4117,Monopoli,monopoly monopolies,0,0,0,0,1,0,0,0,0,0,0,1
4118,oligopoli,oligopolies,0,1,0,0,0,0,0,0,0,0,0,1
4119,unbear,unbearable,0,0,0,0,0,0,1,0,0,0,2,3
4120,embrac,embraced embrace embracing embraces,0,0,0,0,0,0,0,0,0,0,1,1
4121,Implante,implant implantation implanted,0,0,0,0,0,0,0,0,0,0,1,1
4122,pharmaci,pharmacies,0,1,0,0,0,0,0,0,0,0,1,2
4123,multin,multinationals multinational,0,0,0,0,0,0,0,0,0,0,2,2
4124,Frotis,smearing smeared smear,0,0,0,0,0,1,1,0,2,2,3,9
4125,credibl,credible credibly credibility,0,2,0,0,0,0,0,0,0,0,0,2
4126,Hundido,sunk,0,1,0,1,2,0,1,0,0,0,0,5
4127,Cliente,client clients,1,1,1,0,0,0,0,0,2,0,5,10
4128,estima,likelier likeliness,1,3,0,0,0,0,0,0,3,0,1,8
4129,malpractic,malpractice,0,0,0,0,0,0,1,0,0,0,1,2
4130,Humanista,humanists humanist,0,0,0,0,0,0,0,0,0,0,3,3
4131,Salvaguardar,safeguarded safeguards safeguard safeguarding,0,1,2,0,0,0,0,0,2,0,2,7
4132,Proporción,proportionate proportionately proportionality,0,0,0,1,0,0,0,0,0,0,0,1
4133,Piscina,pool pooled pooling pools,0,1,0,0,0,0,0,0,0,0,0,1
4134,devot,devoted devote devotion,0,0,0,0,1,0,0,0,0,0,1,2
4135,munit,munitions,0,1,0,0,0,0,0,0,0,0,0,1
4136,ottecolog,ecological,0,0,0,0,0,0,0,0,0,0,1,1
4137,Fósil,fossil,0,0,0,0,0,0,0,1,0,0,1,2
4138,Mierda,turd,0,0,0,0,0,1,0,0,0,0,1,2
4139,Destacan,outstanding,0,2,0,0,0,0,0,0,0,0,0,2
4140,Atrincherar,entrench entrenched entrenchment entrenching,0,2,0,0,0,0,0,0,0,0,0,2
4141,Débil,fairer,0,1,0,0,0,0,0,0,0,0,0,1
4142,Orar,praying prayed pray,1,1,6,0,0,0,0,0,1,0,0,9
4143,Nay,nay,0,0,1,0,0,0,0,0,0,0,11,12
4144,Hermana,sister sisters,0,0,1,0,0,0,0,0,0,0,1,2
4145,Arena,grit,0,0,0,0,0,0,0,1,0,0,2,3
4146,ghastli,ghastly,1,0,0,0,1,0,0,0,0,0,1,3
4147,Dimensión,dimensional,0,0,0,0,0,0,0,0,0,0,3,3
4148,Deconstruir,deconstruction,0,0,0,0,1,0,0,0,0,0,0,1
4149,Síntoma,symptom symptoms,0,0,0,0,0,0,0,0,0,0,2,2
4150,Lag,lagged lagging,0,0,0,0,1,0,0,0,0,0,0,1
4151,desproducto,unproductive,0,0,0,1,0,0,0,0,0,0,0,1
4152,uppiti,uppity,0,0,0,0,0,2,0,0,0,0,1,3
4153,paternalista,paternalist paternalistic,1,0,1,0,0,1,0,0,0,0,0,3
4154,Paso,footsteps,0,0,1,0,0,0,0,0,0,0,1,2
4155,Llamarada,flare,0,1,0,1,0,0,0,0,0,0,0,2
4156,Vomitar,puke,0,0,0,0,0,1,0,0,0,0,1,2
4157,absenc,absence,0,1,0,0,0,0,0,0,0,0,1,2
4158,Vaquero,cowboys,0,0,0,1,0,0,0,0,0,0,1,2
4159,Mojigata,prudishness,0,0,0,0,0,0,0,0,0,0,1,1
4160,ludicr,ludicrous ludicrously,0,1,0,0,0,0,0,0,0,0,1,2
4161,molestia,hassled hassling hassle,0,0,0,1,0,0,0,0,0,0,0,1
4162,Binari,binary,3,1,0,1,0,0,0,0,3,0,10,18
4163,smelli,smelly,0,0,0,0,0,1,0,0,0,0,0,1
4164,needi,needy,0,1,0,0,1,0,0,0,0,0,1,3
4165,Python,python,0,0,0,0,0,1,0,0,0,0,2,3
4166,Creador,creators creator,0,2,1,0,0,0,0,0,0,0,0,3
4167,deniag,disparaged disparages disparage,0,0,0,1,0,0,0,0,0,0,0,1
4168,Constru,construed construe,0,0,0,0,0,0,0,0,0,0,1,1
4169,Sensit,sensitive sensitivity sensitivities,0,1,0,0,1,0,0,0,0,0,0,2
4170,Flor,flower flowers,0,1,0,0,0,0,0,0,0,0,2,3
4171,fascin,fascinated fascination fascinating fascinates,0,0,0,0,0,0,0,0,0,0,1,1
4172,Molestar,disturbed disturbing disturb,0,0,0,1,0,0,0,0,0,0,0,1
4173,Estrategia,strategic strategically,1,1,0,0,0,0,0,0,0,0,1,3
4174,Combatiente,fighters fighter,1,0,1,0,0,0,6,1,1,0,1,11
4175,Cohete,rocketing rocketed rockets rocket,0,0,0,0,0,0,0,0,0,0,2,2
4176,inafectar,unaffected,0,0,0,0,0,0,0,0,0,0,1,1
4177,Enrollamiento,curl,0,0,0,0,0,0,0,0,0,0,3,3
4178,Látex,latex,0,0,0,0,0,1,0,0,0,0,0,1
4179,Bulg,bulge,2,0,0,0,0,0,1,1,0,0,6,10
4180,Trompeta,trumpets trumpeted,0,1,0,0,0,0,0,0,0,0,2,3
4181,Banda,bandwidth,0,0,0,0,0,0,0,0,0,0,2,2
4182,Web,web,1,0,0,0,0,0,0,0,0,0,10,11
4183,Engreído,smug smugness,0,0,1,0,0,1,1,0,0,0,0,3
4184,Acumulan,hoards hoarding hoard,3,2,0,0,0,0,0,0,0,0,4,9
4185,volunt,volunteering volunteered volunteer volunteers,0,0,1,0,0,0,0,0,0,0,0,1
4186,Vals,waltz,0,7,0,0,0,0,0,1,0,1,2,11
4187,Segmento,segments segment segmented,0,0,0,0,0,0,0,1,0,0,0,1
4188,unquestion,unquestionably,0,1,0,0,0,0,0,0,0,0,2,3
4189,beneficiari,beneficiary beneficiaries,0,1,0,0,0,0,0,0,0,0,0,1
4190,Sin embargo,nevertheless,0,0,0,0,0,0,0,0,0,0,2,2
4191,Surrend,surrendered surrendering surrender,0,0,0,0,4,0,1,0,0,0,5,10
4192,Inley,unlawful,0,1,0,0,0,0,0,0,0,0,0,1
4193,Alfabeto,alphabet alphabetical alphabetically,0,0,0,0,0,0,0,0,0,0,1,1
4194,unapp,unappealing,0,0,0,2,1,3,0,1,1,3,0,11
4195,sticker,sticker stickers,0,0,0,0,0,0,0,0,0,0,1,1
4196,Ferri,ferry ferries,0,1,0,0,0,0,0,0,0,0,0,1
4197,Vulner,vulnerable vulnerabilities vulnerability,2,0,0,4,5,0,0,0,0,0,0,11
4198,recaptur,recapture,0,1,1,1,0,0,0,1,0,0,0,4
4199,cowardli,cowardly,0,0,0,0,0,0,0,0,0,0,1,1
4200,Technolog,technologies technology technological technologically,0,3,0,0,0,0,0,0,0,0,1,4
4201,polla,cocks cock cocked,0,0,0,0,0,0,0,0,0,0,1,1
4202,Denso,denser,0,0,0,0,0,0,0,0,0,0,2,2
4203,Km,km,0,0,0,0,0,0,0,0,0,0,1,1
4204,Signatur,signatures signature,0,0,0,0,0,0,0,0,0,0,2,2
4205,newsread,newsreaders,0,0,0,0,0,0,0,0,0,0,1,1
4206,Concierto,gig,1,6,0,0,0,0,0,1,3,1,2,14
4207,Ordinari,ordinary,0,1,0,0,0,0,0,0,0,0,1,2
4208,mundan,mundane,0,1,0,0,1,0,0,0,0,0,0,2
4209,untru,untrue,0,0,0,0,3,1,1,0,0,0,4,9
4210,Cristal,crystal crystallized,0,1,0,0,0,0,0,0,0,0,2,3
4211,Fisher,fisher fishers,0,0,0,0,0,0,0,0,0,0,2,2
4212,Cazador,hunters hunter,1,0,0,0,0,0,0,0,0,0,1,2
4213,Utopía,utopia,0,0,0,0,0,0,0,0,0,0,1,1
4214,Casco,helmets,0,2,0,0,0,0,0,0,0,0,2,4
4215,Vela,sail sailed sailing,0,0,0,0,0,0,0,0,0,0,1,1
4216,Fiordo,fjord,0,0,0,0,0,0,0,0,0,0,2,2
4217,Nupcial,bridal,0,10,0,0,0,0,0,0,0,0,2,12
4218,Psicología,psych psyche,1,0,0,3,0,1,0,1,0,0,5,11
4219,taxat,taxations taxation,0,0,0,0,0,0,0,1,0,0,0,1
4220,urbanis,urbanisation,0,0,0,0,0,0,0,0,0,0,2,2
4221,Analys,analyse analysing analyses analysed,2,1,0,0,0,0,0,0,2,1,3,9
4222,Dockland,docklands,0,0,0,0,0,0,0,0,0,0,1,1
4223,Zanja,ditched ditching ditch,0,0,0,0,0,0,1,0,0,0,0,1
4224,Siesta,siesta siestas,0,0,0,0,0,0,0,0,0,0,1,1
4225,grievanc,grievances grievance,0,0,0,0,0,0,1,0,0,0,0,1
4226,Everlast,everlasting,0,0,0,0,0,0,0,0,0,0,1,1
4227,Estrangulación,choke,0,0,0,0,0,0,0,0,0,0,1,1
4228,Dedo,toes toe,0,0,0,0,0,0,0,0,0,0,3,3
4229,Centralis,centralisation centralise centralised centralising centralises,4,0,2,1,0,0,1,1,0,0,2,11
4230,primarili,primarily,1,0,0,0,0,0,0,0,0,0,2,3
4231,Columna,column,0,0,0,0,0,0,0,0,0,0,1,1
4232,Anim,animated animals animal animating animate,0,2,0,0,0,1,0,0,0,0,6,9
4233,Devic,device devices,0,0,0,0,0,0,0,0,0,0,3,3
4234,Detención,arrested arrests arrest arresting,0,0,0,0,1,0,1,0,0,0,0,2
4235,PROVIS,provisions provision,0,0,0,0,0,0,0,0,0,0,2,2
4236,compris,comprise comprised comprises comprising,0,0,0,0,0,0,0,0,0,0,1,1
4237,Transact,transaction transactional transactions,0,0,0,0,0,0,0,0,0,0,2,2
4238,Öner,onerous,0,1,0,0,0,0,0,0,0,0,3,4
4239,Omin,ominous,0,0,0,0,0,0,0,0,0,0,2,2
4240,obje,quantifiable quantify quantifying,0,0,0,0,0,0,0,0,0,0,1,1
4241,Adelante,forth,0,0,0,0,0,0,0,0,0,0,2,2
4242,Ilustración,illusive illusion illusions,1,0,0,0,0,0,0,0,0,0,0,1
4243,tediou,tedious,0,0,0,0,0,0,0,0,0,0,3,3
4244,Tableta,tablets tablet,0,0,0,0,0,0,0,0,0,0,3,3
4245,Hing,hinging hinge hinges,0,1,0,0,0,0,0,0,0,0,2,3
4246,Depo,facilitates facilitation facilitated facilitate facilitating,0,1,0,0,0,0,0,0,0,0,1,2
4247,Limpiador,cleaner cleaners,0,1,1,0,0,0,0,0,0,0,1,3
4248,sopor,endurance endure enduring endured,0,1,0,0,0,0,1,0,0,0,0,2
4249,ineffici,inefficiencies inefficient inefficiency,0,0,0,0,0,1,0,0,0,0,0,1
4250,Escalonar,staggered staggering,1,0,0,0,0,0,0,0,0,0,0,1
4251,Fatal,fatality fatalism fatal,0,0,0,0,0,0,0,0,0,0,1,1
4252,quantiti,quantity quantities,3,0,0,0,0,0,0,0,0,0,5,8
4253,Peligro,hazard,0,0,0,0,0,1,0,0,0,0,0,1
4254,Harmon,harmonized harmonizing harmonizes harmonize harmonization,0,0,0,0,1,0,0,0,0,0,1,2
4255,glorifi,glorifying glorified,0,2,1,0,0,0,0,0,0,0,0,3
4256,Inconveniente,drawback drawbacks,0,0,0,0,0,0,0,0,0,0,2,2
4257,Aluminio,aluminium,0,0,0,0,0,0,0,0,0,0,1,1
4258,Acr,acre acres,0,0,0,0,0,0,0,0,0,0,1,1
4259,Techniqu,techniques technique,0,0,0,0,0,0,0,1,0,0,0,1
4260,rapidli,rapidly,1,1,0,0,0,0,0,1,3,1,1,8
4261,retali,retaliate retaliating retaliation,0,0,0,0,0,0,0,0,0,0,1,1
4262,Presidenti,presidential,0,0,5,0,0,0,0,0,0,0,0,5
4263,indulg,indulging indulge,1,0,0,0,0,0,0,0,0,0,1,2
4264,Camino,pathways pathway,0,0,0,0,0,0,0,0,0,0,2,2
4265,Hipster,hipsters hipster,0,0,0,0,0,0,0,0,0,0,3,3
4266,Mm,mm,0,0,0,0,0,0,0,0,0,0,4,4
4267,subsum,subsume subsumed,0,0,2,0,0,0,1,0,0,0,0,3
4268,Lento,sluggish,0,0,0,1,0,0,1,0,0,0,0,2
4269,más fuerte,louder,0,0,0,0,0,0,0,0,0,0,1,1
4270,Burdel,brothels,0,0,0,0,0,1,0,0,0,0,0,1
4271,relianc,reliance,0,1,8,0,0,0,0,1,1,0,0,11
4272,Gm,gm,0,1,0,0,0,0,0,0,0,0,2,3
4273,subsid,subsidizes subsided subsides subsidized subsidizing subsidize,1,1,1,0,0,0,0,0,0,0,0,3
4274,Peso,brunt,0,0,0,0,0,0,0,0,0,0,1,1
4275,copia de seguridad,backup,0,1,1,0,0,0,0,0,0,0,1,3
4276,Monitor,displays display displayed displaying,0,2,0,0,0,0,0,0,0,0,1,3
4277,Whoosh,whoosh,0,1,0,0,0,0,0,0,0,0,0,1
4278,desfavorecer,unfavourable,0,0,0,0,1,0,2,0,0,0,0,3
4279,Nula,nil,0,0,0,0,0,0,0,0,0,0,1,1
4280,preferenti,preferential,1,0,0,0,0,0,0,0,0,0,1,2
4281,Reiniciar,restart restarts restarting,1,2,0,0,0,1,0,1,0,0,0,5
4282,Rastro,traced trace traces,2,0,1,0,0,0,0,5,0,0,2,10
4283,Aplanar,flattening flatten,1,1,0,0,1,0,0,0,0,0,0,3
4284,Ford,fords ford,0,0,0,0,0,0,0,1,2,2,5,10
4285,pinza,clips clip,0,1,0,0,0,0,0,0,0,0,2,3
4286,penknif,penknife,0,0,0,0,0,0,0,0,0,0,3,3
4287,lesiona,injure injuring injured,0,1,0,1,1,0,0,0,0,0,0,3
4288,ocultar,unlisted,0,0,0,0,1,0,0,0,0,0,0,1
4289,Vil,vile,0,1,0,0,0,3,0,0,0,2,3,9
4290,Deporte,sport sports sporting,1,2,0,0,0,0,0,0,0,0,5,8
4291,Cámara,camera cameras,0,1,0,0,0,0,0,0,0,0,2,3
4292,Geezer,geezers,0,0,0,0,0,0,0,0,0,0,2,2
4293,monthli,monthly,0,1,0,0,0,0,0,0,0,0,1,2
4294,Menta,minted mint,1,1,0,0,0,0,0,0,0,0,0,2
4295,marketplac,marketplace,4,2,1,0,0,0,0,1,0,0,2,10
4296,Capitán,captain,0,0,0,0,1,0,0,0,0,0,2,3
4297,he,folksy,1,2,1,0,0,0,0,0,0,0,0,4
4298,ECLIPS,eclipse eclipsed,0,0,0,0,2,0,0,1,0,0,0,3
4299,asinin,asinine,0,0,0,0,0,0,2,0,0,0,0,2
4300,citizenri,citizenry,0,1,2,0,0,0,0,0,0,0,0,3
4301,Idiota,jackass jackasses,0,0,0,0,3,2,1,0,0,0,2,8
4302,Coro,choir choirs,0,0,0,0,0,0,0,0,0,0,2,2
4303,weepi,weepy,0,0,0,0,1,3,1,0,0,0,0,5
4304,Debilucho,wimps,0,0,0,0,0,0,0,0,0,0,1,1
4305,Chemistri,chemistry,0,4,1,0,0,0,0,1,0,0,5,11
4306,Cuchillo,knifed knife,0,1,0,1,0,0,0,0,0,0,2,4
4307,Martillo,hammers hammering hammered hammer,0,0,1,0,1,0,4,0,0,0,3,9
4308,commerci,commercially commercial commercials,0,0,0,0,0,0,0,0,0,0,2,2
4309,Tracción,traction,0,1,0,0,0,0,0,0,0,0,0,1
4310,Ídolo,idols idol idolize,1,1,0,0,0,0,0,0,0,0,0,2
4311,lovabl,lovable,0,3,0,0,0,0,0,0,0,0,0,3
4312,Oaf,oaf,0,0,0,0,1,0,1,0,0,0,0,2
4313,Hyster,hysterical hysteric,0,0,0,0,0,0,0,0,0,0,1,1
4314,persona,persona,0,0,0,0,0,0,0,0,0,0,2,2
4315,b,bicycles bicycle,1,1,0,0,0,0,0,0,0,0,0,2
4316,Bicicleta,bikes bike,0,0,0,0,0,0,0,0,0,0,3,3
4317,Tubo,tube,0,1,0,0,0,0,0,0,0,0,1,2
4318,Toot,tooting,0,0,0,0,0,0,1,0,0,0,0,1
4319,Pastor,shepherd,0,0,0,0,0,0,0,0,0,0,2,2
4320,Booz,booze,0,3,0,0,0,1,0,1,0,0,0,5
4321,metabolismo,metabolism,0,0,0,0,0,0,0,0,0,0,3,3
4322,rigmarol,rigmarole,0,0,0,0,0,0,0,0,0,0,2,2
4323,Pagador,payer payers,1,0,5,0,0,1,1,0,0,0,3,11
4324,Revisión,reviewing review reviews reviewed,0,1,0,0,0,0,0,0,0,0,2,3
4325,Lago,lakes lake,0,0,0,0,0,0,0,0,0,0,1,1
4326,cuádruple,quad,0,0,0,0,0,0,0,0,0,0,1,1
4327,Equipo,crew crews,0,0,1,0,0,0,0,0,0,0,1,2
4328,carnet,carnets carnet,0,0,0,0,0,0,0,0,0,0,8,8
4329,Salmón,salmons salmon,0,0,0,0,0,0,0,0,0,0,3,3
4330,Atún,tuna,1,0,0,0,0,0,0,0,0,0,3,4
4331,Coron,coronation,0,1,0,0,0,0,0,0,0,0,0,1
4332,Piaz,colossal,0,0,0,0,0,0,0,0,2,0,6,8
4333,Héroe,hero heroes,0,2,0,0,0,0,0,0,0,0,2,4
4334,Immun,immune,0,0,0,0,0,0,0,0,0,0,1,1
4335,Perri,bitchy,0,0,0,1,0,0,1,0,0,0,0,2
4336,Cerebr,cerebral,0,0,0,0,0,0,0,0,0,0,2,2
4337,fruitcak,fruitcakes,0,0,0,0,0,0,0,1,0,0,1,2
4338,Anhelan,crave craving,0,0,0,0,0,0,0,0,0,0,1,1
4339,Enchufe,plugs plugged plug,0,0,0,0,0,0,0,0,0,0,1,1
4340,Muelle,piers,0,0,0,0,0,0,0,0,0,0,1,1
4341,Nuevo,newest,1,3,0,1,0,0,0,0,4,0,1,10
4342,Trío,trio,0,0,0,0,0,0,0,0,0,0,1,1
4343,Llave,spanners spanner,1,0,0,0,0,0,0,0,0,0,2,3
4344,Ventur Flat,ventures venturing venture,6,1,2,0,0,0,0,1,0,0,1,11
4345,offenc,offence offences,0,0,0,1,0,0,1,0,0,0,1,3
4346,knuckl,knuckle,0,1,1,0,0,0,0,0,0,0,1,3
4347,Daga,daggers,1,0,0,3,0,0,0,0,0,0,1,5
4348,elimina,uncontrolled uncontrollable,0,0,0,1,0,0,0,0,0,0,0,1
4349,Diablo,devils devil,0,0,0,0,0,0,1,0,0,0,2,3
4350,Plástico,plastics plastic,0,0,0,0,1,0,0,0,0,0,0,1
4351,Infectar,infects infect infected,0,0,0,4,0,0,1,0,1,0,3,9
4352,Vend,vending,0,0,0,0,0,0,0,0,0,0,3,3
4353,Fuller,fuller,0,0,1,0,0,0,0,0,0,0,1,2
4354,Inc,inconveniently inconvenient inconvenience,0,0,0,3,5,1,2,1,0,0,0,12
4355,Recámara,breech,0,0,0,0,0,1,0,0,0,0,2,3
4356,Arma,firearms firearm,0,0,0,2,0,0,0,0,0,0,0,2
4357,Segura,safest,0,1,2,0,0,0,0,1,2,0,0,6
4358,cartridg,cartridges,0,0,0,0,0,0,0,0,0,0,3,3
4359,verificarse,verifying verifiable verified verify verifies,0,0,1,0,0,0,0,0,0,0,0,1
4360,Llave,wrench wrenches,0,0,0,0,0,0,0,0,0,0,3,3
4361,Disfrutar,relish,0,0,0,0,0,0,0,0,0,0,2,2
4362,Tierras bajas,lowlander lowland,0,1,0,0,0,0,0,0,0,0,2,3
4363,ETHO,ethos,0,0,0,0,0,0,0,0,0,0,2,2
4364,Permeat,permeates,0,0,0,0,0,0,0,0,0,0,1,1
4365,Injerto,grafting graft,0,3,1,0,0,1,0,0,0,0,3,8
4366,Doss,doss,0,1,0,0,0,1,0,0,0,0,1,3
4367,permanecer,loitering loiterers,0,0,0,4,1,2,1,0,0,0,2,10
4368,riachuelo,creek,0,0,0,0,0,0,0,0,0,0,1,1
4369,Saco,sacks sacked sackings sack,0,0,1,0,0,0,0,0,0,0,0,1
4370,adelante,henceforth,0,0,0,0,0,0,0,0,0,0,1,1
4371,incaracterista,uncharacteristically,0,0,0,0,0,0,0,0,0,0,1,1
4372,nimbl,nimble,0,0,0,0,0,0,0,0,0,0,2,2
4373,Pesado,heavier,0,0,0,0,0,0,0,0,0,0,1,1
4374,Suavizar,softened soften,1,1,3,0,0,0,0,0,0,0,3,8
4375,stopov,stopover,0,0,0,0,0,0,0,0,0,0,1,1
4376,Striker,strikers,0,0,0,0,0,1,0,0,0,0,1,2
4377,Clima,clime,0,0,0,0,0,0,0,0,0,0,1,1
4378,Negador,denier deniers,0,0,0,0,0,0,1,0,0,0,0,1
4379,Verbal,verbally verbal,0,0,0,0,1,0,0,0,0,0,0,1
4380,Descerebrados,mindless,0,0,0,0,0,0,1,0,0,0,0,1
4381,Bruta,brute,0,0,0,0,0,0,0,0,0,0,1,1
4382,ascuna,ascribe ascribing,0,3,2,0,0,0,0,0,0,0,5,10
4383,oddli,oddly,0,0,0,0,0,0,0,1,0,0,0,1
4384,épocas,erased erasing erase,0,1,0,0,1,0,0,0,0,0,2,4
4385,garaje,garage,0,0,7,0,0,0,0,0,0,0,4,11
4386,Barril,barrels barrel,0,1,0,0,0,0,0,0,0,0,3,4
4387,muzzl,muzzled muzzle,1,0,0,0,0,0,0,0,0,0,0,1
4388,Cargador,loaders loader,0,0,0,0,0,0,0,0,0,0,8,8
4389,desinformar,uninformed,0,0,1,0,0,1,0,0,0,0,0,2
4390,Superficial,shallow,0,0,0,0,1,0,0,0,0,0,1,2
4391,blindli,blindly,0,0,0,1,1,1,0,0,0,0,0,3
4392,Rebajarse,stoop stooping stooped,1,0,0,0,0,0,0,0,0,0,0,1
4393,Canciller,chancellor chancellors,0,0,0,0,0,0,0,0,0,0,1,1
4394,Tom,tom,0,0,0,0,0,0,0,0,0,0,1,1
4395,Regimiento,regiments,1,0,0,0,0,1,0,0,0,0,0,2
4396,infantri,infantry,0,2,0,0,0,0,0,0,0,0,1,3
4397,Misión,missions mission,0,0,0,0,0,0,0,0,0,0,1,1
4398,Estrella,star stars,0,2,0,0,0,0,0,1,0,0,0,3
4399,Hoguera,hew,0,0,0,0,0,0,0,0,0,0,2,2
4400,Sobrino,nephew,0,0,0,0,0,0,0,0,0,0,2,2
4401,Sonic,sonic,0,0,0,0,0,0,0,0,0,0,2,2
4402,Ducha,showering shower showered showers,0,0,0,0,0,0,0,0,0,0,2,2
4403,bloodthirsti,bloodthirsty,0,0,0,1,0,0,0,0,0,0,1,2
4404,pastelero,baker bakers,0,0,0,0,0,0,1,0,0,0,1,2
4405,Rancio,stale,0,0,0,0,0,0,0,0,0,0,3,3
4406,baguett,baguettes baguette,1,0,0,0,0,0,0,0,0,0,3,4
4407,Impresora,printer printers,0,0,0,0,0,1,0,0,0,0,0,1
4408,Florín,guilder,1,0,0,0,0,0,0,0,0,0,1,2
4409,blatantli,blatantly,0,0,0,0,0,0,0,0,0,0,3,3
4410,represalias,retaliatory,0,0,0,0,0,0,0,0,0,0,1,1
4411,alongsid,alongside,0,1,1,0,0,0,0,0,0,0,0,2
4412,monetarili,monetarily,0,0,1,0,0,0,0,0,0,0,0,1
4413,Jersey,jersey,0,0,0,1,0,0,0,0,0,0,1,2
4414,rifl,rifling rifles rifle,0,0,0,0,0,0,0,0,0,0,2,2
4415,fregar,scrubs,0,4,1,0,0,0,0,0,0,0,4,9
4416,Camión,trucks truck,0,0,0,0,0,0,0,0,0,0,8,8
4417,Runni,runny,0,1,0,1,0,0,0,0,0,0,1,3
4418,Rancho,ranch,0,1,0,0,0,0,0,0,0,0,2,3
4419,Tangi,tangy,0,0,0,0,0,0,0,0,0,0,2,2
4420,Encendedor,lighter,0,0,0,0,0,0,0,0,0,0,1,1
4421,Candi,candies candy,0,0,0,0,0,0,0,0,0,0,1,1
4422,defici,deficiencies deficiency,0,0,0,0,1,0,1,0,0,0,1,3
4423,Precaución,caution,0,0,0,1,0,0,0,0,0,0,1,2
4424,bulki,bulky,0,0,0,0,0,0,0,0,0,0,1,1
4425,Zócalo,socket,0,0,0,0,0,0,0,0,0,0,1,1
4426,Git,git,0,1,0,0,0,0,0,0,0,0,3,4
4427,Utan,utan,0,0,0,0,0,1,0,0,0,0,0,1
4428,apologis,apologise apologised,1,0,0,0,0,0,0,0,0,0,0,1
4429,más firmes,staunchest,0,0,0,0,0,0,0,0,0,0,1,1
4430,Gulden,gulden,0,0,0,0,0,0,0,0,0,0,2,2
4431,DISP,dodgy,0,0,0,0,0,0,1,0,0,0,1,2
